abstract,author,doi,url,publication month,publication year,title,publisher,crossref_field,semantic_field,label
,"[' Ruj, Sushmita', 'Sengupta, Binanda']",,,,,Efficient Proofs of Retrievability with Public Verifiability for Dynamic Cloud Storage,,,,Science
,"[' Ruj, Sushmita', 'Sengupta, Binanda']",,,,,Cloud Data Auditing Using Proofs of Retrievability,,,,Science
,"[' Xu, Mingdi', ' Wang, Qian', ' Wang, Lina', 'Ren, Zhengwei']",,,,,Dynamic Proofs of Retrievability for Coded Cloud Storage Systems,,,,Science
,"[' Xiao, Jia', ' Wen, Qiaoyan', ' Zhang, Hua', ' Tu, Tengfei', 'Rao, Lu']",,,,,Dynamic Outsourced Proofs of Retrievability Enabling Auditing Migration for Remote Storage Security,,,,Science
,,,,,,Publicly Verifiable Proofs of Data Replication and Retrievability for Cloud Storage | IEEE Conference Publication | IEEE Xplore,,,,Science
,"[' Upadhyay, Jalaj', ' Stinson, Douglas R.', 'Paterson, Maura B.']",,,,,Multi-Prover Proof-of-Retrievability,,,,Science
,,,,,,Outsourced Proof of Data Retrievability and Recovery in Hybrid Cloud,,,,Science
,,,,,,OPOR: PROOF OF RETRIEVABILITY IN CLOUD COMPUTING WITH RECOVERY AND REMOTE INTEGRITY CHECK,,,,Science
,"[' Zhang, Gongxuan', ' Yu, Yan', ' Fu, Anmin', 'Li, Yuhan']",,,,,IPOR: An Efficient IDA-Based Proof of Retrievability Scheme for Cloud Storage Systems,,,,Science
,"[' Kaliski, Burton S.', 'Juels, Ari']",,,,,Pors: Proofs of Retrievability for Large Files,,,,Science
,"[' Sanjeev Kunte, R.', 'Hiremath, Shivarajkumar']",,,,,Homomorphic Authentication Scheme for Proof of Retrievability with Public Verifiability,,,,Science
,"[' Gu, Dawu', ' Chen, Kefei', ' Liu, Shengli', 'Han, Shuai']",,,,,Proofs of Data Possession and Retrievability Based on MRD Codes$_\ast$,,,,Science
,"Gritti, Cl{\'e}mentine",,,,,Publicly Verifiable Proofs of Data Replication and Retrievability for Cloud Storage,,,,Science
,"[' Zhang, Gongxuan', ' Yu, Yan', ' Yu, Shui', ' Li, Yuhan', 'Fu, Anmin']",,,,,DIPOR: An IDA-Based Dynamic Proof of Retrievability Scheme for Cloud Storage Systems,,,,Science
,"Fisch, Ben",,,,,PoReps: Proofs of Space on Useful Data,,,,Science
,"[' Tamassia, Roberto', ' Papamanthou, Charalampos', ' Kupcu, Alptekin', 'Erway, C. Chris']",,,,,Dynamic Provable Data Possession,,,,Science
,"[' Wang, Cong', ' Wang, Qian', ' Hu, Shengshan', ' Yuan, Haobo', 'Chen, Dian']",,,,,BOSSA: A Decentralized System for Proofs of Data Retrievability and Replication,,,,Science
,"[' Wichs, Daniel', ' K{\\""u}p{\\c c}{\\""u}, Alptekin', 'Cash, David']",,,,,Dynamic Proofs of Retrievability Via Oblivious RAM,,,,Science
,"[' Oprea, Alina', ' Juels, Ari', 'Bowers, Kevin D.']",,,,,Proofs of Retrievability: Theory and Implementation,,,,Science
,"[' Lim, Yuto', ' Hijazi, Mohd Hanafi Ahmad', 'Beng, Tan Choon']",,,,,Partial Binary Encoding for Slepian-Wolf Based Proof of Retrievability,,,,Science
,"[' Li, Wenting', ' Karame, Ghassan', ' Bohli, Jens-Matthias', 'Armknecht, Frederik']",,,,,Outsourcing Proofs of Retrievability,,,,Science
,"[' Roche, Daniel', "" Pernet, Cl{\\'e}ment"", ' Maignan, Aude', "" de Jonghe, M{\\'e}lanie"", ' Hanling, Michael', ' Dumas, Jean-Guillaume', 'Anthoine, Gaspard']",,,,,Dynamic Proofs of Retrievability with Low Server Storage,,,,Science
,,,,,,Genetic effects on source level phase-locked and phase-independent brain responses in a visual oddball task,,,,Science
,,,,,,Simple and difficult mathematics in children. A Minimum Spanning Tree EEG network analysis,,,,Science
,,,,,,Cluster-based Combined EEG/MEG Source Analysis of High Frequency Oscillatory Activity from a Multi-Focal Epilepsy Case,,,,Science
,,,,,,Reconstruction of the Very Early Thalamo-Cortical Network with Combined EEG and MEG on Realistic Head Modeling,,,,Science
,,,,,,Head modeling effects on the individualized targeting and optimization of multi-channel TES in pharmacoresistant epilepsy,,,,Science
,,,,,,Dynamic effective connectivity of combined EEG/MEG sources in pharmacoresistant epilepsy,,,,Science
,,,,,,Preprocessing Techniques on Combined EEG and MEG Data of a Drug-Resistant Epilepsy Case,,,,Science
,,,,,,P69 Combined EEG & MEG Source Analysis coupled with a Two - Phase Spike Clustering Approach: A multifocal epilepsy case,,,,Science
,,,,,,P120 Combined EEG/MEG targeting and multi-electrode individually optimized tDCS stimulation of the human somatosensory network,,,,Science
,,,,,,Combined EEG/MEG Source Reconstruction of Epileptic Activity using a Two-Phase Spike Clustering Approach,,,,Science
,,,,,,Effective Connectivity in the Primary Somatosensory Network using Combined EEG and MEG,,,,Science
,,,,,,Individualized targeting and optimization of multi-channel transcranial direct current stimulation in drug-resistant epilepsy,,,,Science
,,,,,,Constrained maximum intensity optimized multi-electrode tDCS targeting of human somatosensory network,,,,Science
,,,,,,Individual targeting and optimization of multi-channel transcranial electric stimulation of the human primary somatosensory cortex,,,,Science
,,,,,,Increased Repertoire of Network Microstates in _ frequency for mild traumatic brain injury subjects: A MEG Beamformed Connectivity Analysis.,,,,Science
,,,,,,Age-related skull conductivity estimated by a calibration procedure using combined somatosensory evoked potentials and fields on realistic head models,,,,Science
,,,,,,Age-related skull conductivity determined by a calibration procedure using combined somatosensory evoked potentials and fields and a realistic head model,,,,Science
,,,,,,Combined EEG/MEG source reconstruction of electric,,,,Science
,,,,,,Improving the Detection of mTBI Via Complexity Analysis in Resting � State Magnetoencephalography,,,,Science
,,,,,,Mining Cross-Frequency Coupling Microstates from Resting State MEG: An Application to Mild Traumatic Brain Injury,,,,Science
,,,,,,Lung Tissue Evaluation Detecting and Measuring Morphological Characteristics of Cell Regions,,,,Science
,,,,,,Color Characteristics for the Evaluation of Suspended Sediments,,,,Science
,,,,,,Comparison of Brain Network Models using Cross-Frequency Coupling and Attack Strategies,,,,Science
,,,,,,Rich Club Differentiation of Phase Synchronization EEG Responses,,,,Science
,,,,,,A Minimal Spanning Tree Analysis of EEG Responses to Complex Visual Stimuli,,,,Science
,,,,,,Synchronization coupling investigation using ICA cluster analysis in resting MEG signals in Reading Difficulties,,,,Science
,,,,,,Parametrizing the Conditionally Gaussian Prior Model for Source Localization with Reference to the P20/N20 Component of Median Nerve SEP/SEF,,,,Science
,,,,,,A novel method for calibrating head models to account for variability in conductivity and its evaluation in a sphere model,,,,Science
,,,,,,Inter-Subject Variability of Skull Conductivity and Thickness in Calibrated Realistic Head Models,,,,Science
,,,,,,Aberrant Whole-Brain Transitions and Dynamics of Spontaneous Network Microstates in Mild Traumatic Brain Injury,,,,Science
,,,,,,Source reconstruction of somatosensory P20/N20 component: comparison of stimulation types,,,,Science
,,,,,,Data-driven Topological Filtering based on Orthogonal Minimal Spanning Trees: Application to Multi-Group MEG Resting-State Connectivity,,,,Science
,,,,,,Altered Rich-Club and Frequency-Dependent Subnetwork Organization in Mild Traumatic Brain Injury: A MEG Resting-State Study,,,,Science
,,,,,,Reconfiguration of Dominant Coupling Modes in Mild Traumatic Brain Injury Mediated by _-band Activity: a Resting State MEG Study,,,,Science
,,,,,,Altered Cross-frequency Coupling in Resting-State MEG after Mild Traumatic Brain Injury,,,,Science
,"['Chengfei Liu', 'Hai Huang']",10.1145/2063576.2063784,,,2011,Estimating selectivity for joined RDF triple patterns,Proceedings of the 20th ACM international conference on Information and knowledge management - CIKM '11,,,Science
,Christoph Haug,10.1177/0170840613479232,,5,2013,"Organizing Spaces: Meeting Arenas as a Social Movement Infrastructure between Organization, Network, and Institution",Organization Studies,,,Science
,"Andreas Storvik Strauman, Filippo Maria Bianchi, Karl Oyvind Mikalsen, Michael Kampffmeyer, Cristina Soguero-Ruiz, Robert Jenssen",,,,,Classification of postoperative surgical site infections from blood measurements with missing data using recurrent neural networks,,,,Science
,"Cristina Soguero-Ruiz, Wang M E Fei, Robert Jenssen, Knut Magne Augestad, Jose-Luis Rojo Alvarez, Inmaculada Mora Jimenez, Rolv-Ole Lindsetmo, Stein Olav Skrovseth",,,,,Data-driven Temporal Prediction of Surgical Site Infection,,,,Science
,"Prabhu RV Shankar, Anupama  Kesari, Priya  Shalini, N  Kamalashree, Charan  Bharadwaj, Nitika  Raj, Sowrabha  Srinivas, Manu  Shivakumar, Anand Raj Ulle , Nagabhushana N Tagadur",,,,,Predictive Modeling of Surgical Site Infections Using Sparse Laboratory Data,,,,Science
,"Lauren Saunders, Marion Perennec-Olivier, Pascal Jarno, Fran�ois L'Heriteau, Anne-Gaelle Venier, Loic Simon, Marine Giard, Jean-Michel Thiolet, Jean-Francois Viel",,,,,Improving Prediction of Surgical Site Infection Risk with Multilevel Modeling,,,,Science
,"Patrick C Sanger, Gabrielle H van Ramshorst, Ezgi Mercan, Shuai Huang, Andrea L Hartzler, Cheryl A L Armstrong, Ross J Lordon, William B Lober, Heather L Evans",,,,,A Prognostic Model of Surgical Site Infection Using Daily Clinical Wound Assessment,,,,Science
,"Tessa Mulder, Marjolein F Q Kluytmans-van den Bergh, Maaike S M van Mourik, Jannie Romme, Rogier M P H Crolla, Marc J M Bonten, Jan A J W Kluytmans",,,,,A diagnostic algorithm for the surveillance of deep surgical site infections after colorectal surgery,,,,Science
,"Karl Oyvind Mikalsen, Cristina Soguero-Ruiz, Filippo Maria Bianchi, Arthur Revhaug, Robert Jenssen",,,,,An Unsupervised Multivariate Time Series Kernel Approach for Identifying Patients with Surgical Site Infection from Blood Samples,,,,Science
,"Primoz Kocbek, Nino Fijacko, Cristina Soguero-Ruiz, Karl Oyvind Mikalsen, Uros Maver, Petra Povalej Brzan, Andraz Stozer, Robert Jenssen, Stein Olav Skrovseth , Gregor Stiglic",,,,,Maximizing Interpretability and Cost-Effectiveness of Surgical Site Infection (SSI) Predictive Models Using Feature-Specific Regularized Logistic Regression on Preoperative Temporal Data,,,,Science
,"Chuyang Ke, Yan Jin, Heather Evans, Bill Lober, Xiaoning Qian, Ji Liu, Shuai Huang",,,,,Prognostics of surgical site infections using dynamic health data,,,,Science
,"Zhen Hu, Genevieve B Melton, Elliot G Arsoniadis, Yan Wang, Mary R Kwaan, Gyorgy J Simon",,,,,Strategies for handling missing clinical data for automated surgical site infection detection from the electronic health record,,,,Science
,"Zhen Hu, Gyorgy J Simon, Elliot G Arsoniadis, Yan Wang, Mary R Kwaan, Genevieve B Melton",,,,,Automated Detection of Postoperative Surgical Site Infections Using Supervised Methods with Electronic Health Record Data,,,,Science
,"Kathryn L Colborn, Michael Bronsert Elise Amioka, Karl Hammermeister, William G Henderson, Robert Meguid",,,,,Identification of surgical site infections using electronic health record data,,,,Science
,"Jenna Wiens, Wayne N. Campbell, Ella S. Franklin, John V. Guttag, Eric Horvitz",,,,,Learning Data-Driven Patient Risk Stratification Models for Clostridium difficile,,,,Science
,"Jenna Wiens, Eric Horvitz, John Guttag",,,,,Patient Risk Stratification for Hospital-Associated C. diff as a Time-Series Classification Task,,,,Science
,"J Tanner, D Khan, D Anthony, J Paton",,,,,Waterlow score to predict patients at risk of developing Clostridium difficile-associated disease,,,,Science
,"Cansu Sen, Thomas Hartvigsen, Elke Rundensteiner, Kajal Claypool",,,,,CREST - Risk Prediction for Clostridium Difficile Infection Using Multimodal Data Mining,,,,Science
,"Jeeheh Oh, Maggie Makar, Christopher Fusco, Robert McCaffrey, Krishna Rao, Erin E Ryan, Laraine Washer, Lauren R West, Vincent B Young, John Guttag, David C Hooper, Erica S Shenoy , Jenna Wiens",,,,,"A Generalizable, Data-Driven Approach to Predict Daily Risk of Clostridium difficile Infection at Two Large Academic Health Centers",,,,Science
,"Xi Na, Alan J Martin, Saurabh Sethi, Lorraine Kyne, Kevin W Garey, Sarah W Flores, Mary Hu, Dhara N Shah, Kelsey Shields, Daniel A Leffler, Ciaran P Kelly",,,,,A Multi-Center Prospective Derivation and Validation of a Clinical Prediction Tool for Severe Clostridium difficile Infection,,,,Science
,"Mauricio Monsalve, Sriram Pemmaraju, Sarah Johnson, Philip M. Polgreen",,,,,Improving Risk Prediction of Clostridium Difficile Infection Using Temporal Event-Pairs,,,,Science
,"Courtney Hebert, Hongyan Du, Lance R Peterson, Ari Robicsek",,,,,Electronic health record-based detection of risk factors for Clostridium difficile infection relapse,,,,Science
,"Gabriel J Escobar, Jennifer M Baker, Patricia Kipnis, John D Greene, T Christopher Mast, Swati B Gupta, Nicole Cossrow, Vinay Mehta, Vincent Liu, Erik R Dubberke",,,,,Prediction of Recurrent Clostridium Difficile Infection Using Comprehensive Electronic Medical Records in an Integrated Healthcare Delivery System,,,,Science
,"Erik R Dubberke, Yan Yan, Kimberly A Reske, Anne M Butler, Joshua Doherty, Victor Pham, Victoria J Fraser",,,,,Development and validation of a Clostridium difficile infection risk prediction model,,,,Science
,"Eren Gultepe, Jeffrey P Green, Hien Nguyen, Jason Adams, Timothy Albertson, Ilias Tagkopoulos",,,,,From vital signs to clinical outcomes for patients with sepsis: a machine learning basis for a clinical decision support system,,,,Science
,"Eren Gultepe, Hien Nguyen, Timothy Albertson, Ilias Tagkopoulos",,,,,A Bayesian network for early diagnosis of sepsis patients: a basis for a clinical decision support system,,,,Science
,"Joseph Guillen, Jiankun Liu, Margaret Furr, Tianyao Wang, Stephen Strong, Christopher C. Moore, Abigail Flower, Laura E. Barnes",,,,,Predictive models for severe sepsis in adult ICU patients,,,,Science
,Karen K. Giuliano,,,,,Physiological monitoring for critically ill patients: testing a predictive model for the early detection of sepsis,,,,Science
,"Shameek Ghosh, Jinyan Li , Longbing Cao, Kotagiri Ramamohanarao",,,,,Septic shock prediction for ICU patients via coupled HMM walking on sequential contrast patterns,,,,Science
